email_id,campaign_type,subject_line,sent_date,device_type,region,customer_segment,delivered,opened,clicked,converted,unsubscribed
EM100086,Newsletter,Version_B,2025-02-05,Mobile,East,VIP,1,0,0,0,0
EM100087,Promotional,Version_A,2025-04-12,Mobile,South,New,1,1,1,0,0
EM100088,Newsletter,Version_B,2024-12-17,Mobile,West,VIP,1,0,0,0,0
EM100089,Promotional,Version_A,2025-02-14,Mobile,North,Returning,1,0,0,0,0
EM100090,Welcome,Version_A,2025-01-15,Desktop,East,Returning,1,0,0,0,0
EM100091,Newsletter,Version_A,2024-12-16,Desktop,West,New,1,0,0,0,0
EM100092,Newsletter,Version_A,2025-03-04,Desktop,East,Returning,1,0,0,0,0
EM100093,Promotional,Version_B,2025-04-17,Mobile,South,Returning,1,1,1,0,0
EM100094,Newsletter,Version_B,2025-03-05,Desktop,West,Returning,1,1,0,0,0
EM100095,Promotional,Version_A,2025-02-05,Desktop,North,Returning,1,0,0,0,0
EM100096,Promotional,Version_B,2025-05-03,Mobile,North,Returning,1,0,0,0,0
EM100097,Promotional,Version_B,2025-04-17,Desktop,West,New,1,1,0,0,0
EM100098,Welcome,Version_A,2025-04-26,Tablet,North,New,1,0,0,0,0
EM100099,Welcome,Version_A,2024-12-18,Mobile,East,New,1,1,0,0,0
EM100100,Welcome,Version_B,2025-02-08,Tablet,West,VIP,0,0,0,0,0
EM100101,Promotional,Version_B,2025-03-04,Mobile,North,New,1,0,0,0,0
EM100102,Promotional,Version_B,2025-01-28,Mobile,East,New,1,0,0,0,0
EM100103,Promotional,Version_A,2025-05-11,Mobile,North,New,1,0,0,0,0
EM100104,Newsletter,Version_B,2025-02-05,Desktop,East,VIP,1,0,0,0,0
EM100105,Welcome,Version_A,2025-02-25,Mobile,South,Returning,1,0,0,0,0
EM100106,Promotional,Version_A,2024-12-30,Desktop,East,VIP,1,0,0,0,0
EM100107,Newsletter,Version_B,2025-03-17,Desktop,North,Returning,1,0,0,0,0
EM100108,Welcome,Version_A,2025-04-06,Desktop,East,VIP,1,0,0,0,0
EM100109,Welcome,Version_A,2025-01-13,Mobile,North,New,1,1,1,1,0
EM100110,Promotional,Version_A,2025-01-03,Tablet,West,New,1,0,0,0,0
EM100111,Welcome,Version_A,2025-03-30,Desktop,West,New,1,0,0,0,0
EM100112,Newsletter,Version_B,2025-03-11,Mobile,South,Returning,1,0,0,0,0
EM100113,Newsletter,Version_A,2025-06-12,Desktop,East,Returning,1,0,0,0,0
EM100114,Promotional,Version_A,2025-01-19,Desktop,South,New,1,0,0,0,0
EM100115,Newsletter,Version_A,2025-01-05,Desktop,West,New,1,0,0,0,0
EM100116,Newsletter,Version_A,2025-04-22,Mobile,East,Returning,1,1,0,0,0
EM100117,Welcome,Version_B,2025-01-04,Mobile,East,New,1,1,0,0,0
EM100118,Newsletter,Version_A,2025-06-08,Mobile,South,Returning,1,0,0,0,0
EM100119,Promotional,Version_B,2024-12-19,Mobile,South,New,1,0,0,0,1
EM100120,Newsletter,Version_A,2025-04-13,Desktop,East,Returning,1,0,0,0,0
EM100121,Newsletter,Version_A,2025-05-31,Tablet,East,Returning,1,0,0,0,0
EM100122,Promotional,Version_B,2025-03-06,Tablet,East,Returning,0,0,0,0,0
EM100123,Welcome,Version_B,2025-03-03,Desktop,South,New,1,1,0,0,0
EM100124,Welcome,Version_A,2025-01-28,Desktop,North,New,0,0,0,0,0
EM100125,Promotional,Version_B,2025-05-22,Mobile,West,Returning,0,0,0,0,0
EM100126,Newsletter,Version_A,2025-05-06,Desktop,West,Returning,1,1,1,0,0
EM100127,Newsletter,Version_B,2025-02-10,Mobile,South,Returning,1,0,0,0,0
EM100128,Welcome,Version_B,2025-06-13,Mobile,East,Returning,1,1,0,0,0
EM100129,Promotional,Version_B,2025-01-28,Desktop,West,New,1,1,0,0,0
EM100130,Promotional,Version_B,2025-06-02,Mobile,West,VIP,1,0,0,0,0
EM100131,Welcome,Version_A,2025-05-15,Mobile,West,Returning,1,0,0,0,1
EM100132,Welcome,Version_B,2025-01-21,Desktop,West,Returning,1,1,0,0,0
EM100133,Promotional,Version_A,2025-02-03,Mobile,East,VIP,1,0,0,0,0
EM100134,Newsletter,Version_A,2025-01-07,Mobile,South,New,1,1,0,0,0
EM100135,Promotional,Version_A,2025-03-15,Mobile,East,Returning,1,0,0,0,0
EM100136,Promotional,Version_A,2025-05-24,Mobile,East,VIP,1,0,0,0,0
EM100137,Newsletter,Version_B,2025-05-10,Mobile,West,New,1,0,0,0,0
EM100138,Promotional,Version_B,2025-01-08,Desktop,West,New,1,0,0,0,0
EM100139,Newsletter,Version_B,2025-02-22,Mobile,East,Returning,1,0,0,0,0
EM100140,Newsletter,Version_A,2025-02-01,Desktop,East,New,1,0,0,0,0
EM100141,Promotional,Version_A,2024-12-31,Mobile,East,VIP,1,0,0,0,0
EM100142,Promotional,Version_B,2025-05-12,Mobile,North,New,1,0,0,0,0
EM100143,Promotional,Version_A,2025-01-26,Desktop,West,Returning,1,0,0,0,1
EM100144,Promotional,Version_B,2025-03-06,Desktop,South,New,1,0,0,0,0
EM100145,Welcome,Version_B,2025-05-13,Desktop,South,New,1,0,0,0,0
EM100146,Promotional,Version_B,2025-02-15,Tablet,South,VIP,1,0,0,0,0
EM100147,Promotional,Version_B,2025-01-07,Mobile,North,Returning,1,0,0,0,0
EM100148,Welcome,Version_B,2025-01-16,Mobile,North,New,1,1,1,0,0
EM100149,Promotional,Version_A,2024-12-31,Desktop,South,New,1,0,0,0,0
EM100150,Newsletter,Version_B,2025-06-08,Mobile,South,Returning,1,0,0,0,0
EM100151,Welcome,Version_A,2025-01-27,Mobile,South,Returning,1,0,0,0,0
EM100152,Welcome,Version_A,2025-05-16,Mobile,East,Returning,1,0,0,0,0
EM100153,Promotional,Version_A,2025-03-31,Desktop,West,Returning,1,0,0,0,0
EM100154,Newsletter,Version_B,2025-03-23,Mobile,North,New,1,0,0,0,0
EM100155,Welcome,Version_A,2025-01-12,Mobile,North,VIP,1,1,0,0,0
EM100156,Promotional,Version_A,2024-12-26,Mobile,East,Returning,1,0,0,0,0
EM100157,Newsletter,Version_A,2025-03-24,Desktop,North,Returning,1,1,1,1,0
EM100158,Welcome,Version_B,2025-04-20,Mobile,South,Returning,1,0,0,0,0
EM100159,Newsletter,Version_B,2025-04-30,Mobile,North,Returning,1,0,0,0,0
EM100160,Promotional,Version_B,2025-03-10,Desktop,East,Returning,1,1,1,0,0
EM100161,Promotional,Version_B,2025-02-05,Tablet,West,Returning,1,0,0,0,0
EM100162,Promotional,Version_A,2025-02-13,Desktop,South,VIP,1,1,1,1,0
EM100163,Promotional,Version_A,2025-05-22,Desktop,North,Returning,1,0,0,0,0
EM100164,Welcome,Version_B,2025-04-06,Mobile,South,Returning,1,1,1,0,0
EM100165,Newsletter,Version_A,2025-01-31,Mobile,West,VIP,1,0,0,0,0
EM100166,Promotional,Version_A,2025-04-01,Mobile,North,New,1,0,0,0,0
EM100167,Welcome,Version_A,2025-03-03,Desktop,South,New,1,0,0,0,0
EM100168,Welcome,Version_A,2025-01-30,Mobile,East,Returning,1,0,0,0,0
EM100169,Promotional,Version_A,2025-05-24,Desktop,East,VIP,1,0,0,0,0
EM100170,Promotional,Version_B,2025-02-19,Tablet,West,New,1,0,0,0,0
EM100171,Welcome,Version_A,2025-02-16,Mobile,West,New,1,0,0,0,0
EM100172,Promotional,Version_B,2025-04-15,Mobile,West,New,1,0,0,0,0
EM100173,Welcome,Version_A,2025-05-08,Mobile,North,New,1,0,0,0,0
EM100174,Promotional,Version_A,2025-01-27,Mobile,West,New,1,0,0,0,0
EM100175,Welcome,Version_A,2024-12-19,Mobile,North,Returning,1,0,0,0,0
EM100176,Promotional,Version_B,2025-03-18,Desktop,South,VIP,1,0,0,0,0
EM100177,Promotional,Version_A,2025-03-03,Mobile,East,Returning,1,0,0,0,0
EM100178,Newsletter,Version_B,2025-01-22,Mobile,South,New,1,1,0,0,0
EM100179,Welcome,Version_B,2025-06-02,Mobile,East,VIP,1,0,0,0,0
EM100180,Promotional,Version_B,2025-03-26,Tablet,West,Returning,1,0,0,0,0
EM100181,Welcome,Version_A,2025-03-16,Desktop,South,New,1,0,0,0,0
EM100182,Newsletter,Version_A,2025-01-04,Tablet,South,New,1,1,0,0,0
EM100183,Newsletter,Version_A,2025-06-07,Tablet,West,Returning,1,0,0,0,0
EM100184,Promotional,Version_B,2025-02-26,Mobile,South,Returning,1,1,0,0,0
EM100185,Promotional,Version_A,2025-01-11,Mobile,North,Returning,1,0,0,0,0
EM100186,Newsletter,Version_B,2025-05-12,Mobile,East,New,1,1,0,0,0
EM100187,Promotional,Version_B,2025-04-06,Mobile,West,Returning,1,0,0,0,0
EM100188,Promotional,Version_A,2025-01-11,Desktop,North,New,1,0,0,0,0
EM100189,Welcome,Version_A,2025-03-10,Mobile,North,Returning,1,0,0,0,0
EM100190,Welcome,Version_B,2025-03-26,Mobile,West,Returning,0,0,0,0,0
EM100191,Newsletter,Version_A,2025-01-02,Desktop,South,New,1,0,0,0,0
EM100192,Newsletter,Version_A,2025-02-15,Desktop,East,New,1,0,0,0,0
EM100193,Promotional,Version_B,2025-04-09,Desktop,North,New,1,0,0,0,0
EM100194,Promotional,Version_A,2025-06-12,Mobile,South,New,1,1,0,0,0
EM100195,Promotional,Version_B,2025-01-21,Desktop,West,New,1,0,0,0,0
EM100196,Newsletter,Version_B,2025-01-29,Mobile,West,Returning,1,0,0,0,0
EM100197,Newsletter,Version_B,2025-05-15,Mobile,East,Returning,1,1,0,0,0
EM100198,Newsletter,Version_A,2025-03-16,Desktop,West,Returning,1,1,0,0,0
EM100199,Newsletter,Version_A,2025-06-05,Tablet,East,Returning,1,0,0,0,0
EM100200,Promotional,Version_B,2024-12-23,Mobile,West,Returning,1,0,0,0,0
EM100201,Welcome,Version_A,2024-12-23,Mobile,West,VIP,1,0,0,0,0
EM100202,Welcome,Version_A,2025-01-04,Mobile,North,New,1,1,1,1,0
EM100203,Newsletter,Version_A,2025-01-07,Mobile,South,Returning,1,0,0,0,0
EM100204,Promotional,Version_A,2025-03-19,Desktop,North,New,1,1,0,0,0
EM100205,Welcome,Version_A,2025-03-17,Mobile,East,New,1,0,0,0,0
EM100206,Welcome,Version_B,2025-01-23,Desktop,North,Returning,1,1,0,0,0
EM100207,Promotional,Version_A,2025-06-12,Desktop,West,Returning,1,0,0,0,0
EM100208,Welcome,Version_A,2025-04-25,Desktop,West,Returning,1,0,0,0,0
EM100209,Welcome,Version_B,2025-04-24,Mobile,South,New,1,1,0,0,0
EM100210,Promotional,Version_B,2025-05-04,Mobile,East,New,1,0,0,0,0
EM100211,Promotional,Version_A,2025-01-04,Mobile,West,VIP,1,0,0,0,0
EM100212,Promotional,Version_A,2024-12-22,Mobile,South,New,1,0,0,0,0
EM100213,Welcome,Version_B,2025-04-13,Mobile,South,New,1,1,1,0,0
EM100214,Newsletter,Version_B,2025-04-03,Desktop,West,New,1,0,0,0,0
EM100215,Welcome,Version_B,2025-04-22,Mobile,West,VIP,1,0,0,0,0
EM100216,Promotional,Version_B,2024-12-28,Desktop,East,New,1,0,0,0,0
EM100217,Newsletter,Version_A,2025-02-28,Mobile,South,Returning,1,0,0,0,0
EM100218,Promotional,Version_B,2025-01-19,Desktop,South,Returning,1,0,0,0,0
EM100219,Newsletter,Version_A,2025-05-13,Tablet,South,Returning,1,0,0,0,0
EM100220,Promotional,Version_B,2025-04-10,Mobile,East,Returning,1,1,1,0,0
EM100221,Promotional,Version_B,2025-05-27,Desktop,South,Returning,1,0,0,0,0
EM100222,Welcome,Version_B,2025-01-28,Desktop,North,VIP,1,1,1,1,0
EM100223,Promotional,Version_A,2025-05-07,Desktop,North,Returning,1,1,1,0,0
EM100224,Promotional,Version_A,2024-12-25,Desktop,South,New,1,1,1,0,0
EM100225,Welcome,Version_B,2025-02-19,Mobile,North,New,1,1,0,0,0
EM100226,Newsletter,Version_B,2025-03-22,Mobile,North,VIP,1,1,0,0,0
EM100227,Promotional,Version_B,2025-05-16,Mobile,East,Returning,1,0,0,0,0
EM100228,Newsletter,Version_A,2025-03-14,Mobile,South,Returning,1,0,0,0,0
EM100229,Promotional,Version_A,2025-05-22,Tablet,East,Returning,1,0,0,0,0
EM100230,Newsletter,Version_B,2025-04-06,Desktop,South,Returning,1,0,0,0,0
EM100231,Promotional,Version_A,2025-03-14,Mobile,West,New,1,1,0,0,0
EM100232,Promotional,Version_B,2025-03-13,Desktop,North,New,1,1,0,0,0
EM100233,Promotional,Version_A,2024-12-25,Desktop,East,Returning,1,1,0,0,0
EM100234,Welcome,Version_B,2025-03-04,Mobile,East,New,1,0,0,0,0
EM100235,Newsletter,Version_B,2025-03-08,Mobile,West,New,1,1,0,0,0
EM100236,Promotional,Version_B,2025-03-30,Mobile,West,Returning,1,0,0,0,0
EM100237,Welcome,Version_A,2025-04-09,Desktop,North,New,1,0,0,0,0
EM100238,Promotional,Version_B,2025-05-29,Desktop,North,New,1,0,0,0,0
EM100239,Welcome,Version_A,2024-12-16,Mobile,South,Returning,1,1,0,0,0
EM100240,Newsletter,Version_B,2025-02-06,Mobile,South,Returning,1,0,0,0,0
EM100241,Newsletter,Version_A,2025-03-17,Desktop,West,New,1,0,0,0,0
EM100242,Newsletter,Version_A,2024-12-21,Tablet,North,Returning,1,0,0,0,0
EM100243,Promotional,Version_A,2025-06-09,Desktop,North,Returning,1,1,1,1,0
EM100244,Welcome,Version_A,2025-01-23,Desktop,West,New,1,0,0,0,0
EM100245,Newsletter,Version_B,2025-01-28,Mobile,West,New,1,0,0,0,0
EM100246,Promotional,Version_A,2025-06-14,Mobile,East,New,1,0,0,0,0
EM100247,Newsletter,Version_B,2025-04-25,Mobile,West,Returning,1,1,0,0,0
EM100248,Newsletter,Version_B,2025-03-31,Desktop,East,Returning,1,0,0,0,0
EM100249,Newsletter,Version_A,2025-01-17,Mobile,South,Returning,1,0,0,0,0
EM100250,Promotional,Version_B,2024-12-22,Desktop,West,VIP,0,0,0,0,0
EM100251,Promotional,Version_A,2025-01-15,Mobile,West,New,1,0,0,0,0
EM100252,Newsletter,Version_A,2025-05-09,Desktop,West,New,1,0,0,0,0
EM100253,Promotional,Version_A,2025-05-31,Mobile,East,New,1,1,1,0,0
EM100254,Welcome,Version_B,2025-02-27,Mobile,West,New,1,1,0,0,0
EM100255,Promotional,Version_A,2025-01-20,Desktop,West,Returning,1,0,0,0,0
EM100256,Newsletter,Version_B,2025-06-15,Mobile,North,Returning,1,0,0,0,0
EM100257,Promotional,Version_B,2025-01-19,Tablet,North,New,1,0,0,0,0
EM100258,Promotional,Version_B,2024-12-24,Desktop,North,New,1,0,0,0,0
EM100259,Welcome,Version_A,2025-02-22,Mobile,West,New,1,1,0,0,0
EM100260,Promotional,Version_B,2025-04-11,Desktop,North,VIP,1,0,0,0,0
EM100261,Newsletter,Version_B,2025-05-25,Desktop,South,Returning,1,1,0,0,0
EM100262,Welcome,Version_B,2025-03-19,Mobile,North,Returning,1,0,0,0,0
EM100263,Promotional,Version_B,2025-02-24,Tablet,West,New,1,0,0,0,0
EM100264,Newsletter,Version_B,2025-05-08,Mobile,North,New,0,0,0,0,0
EM100265,Newsletter,Version_A,2025-04-16,Mobile,North,New,1,0,0,0,0
EM100266,Promotional,Version_A,2025-02-13,Desktop,North,VIP,1,0,0,0,0
EM100267,Newsletter,Version_A,2025-05-09,Mobile,South,Returning,1,0,0,0,0
EM100268,Promotional,Version_A,2025-01-19,Mobile,South,Returning,1,0,0,0,0
EM100269,Promotional,Version_A,2025-06-13,Mobile,East,Returning,1,1,0,0,0
EM100270,Newsletter,Version_A,2025-05-24,Mobile,West,Returning,1,0,0,0,0
EM100271,Newsletter,Version_A,2025-05-14,Desktop,South,New,1,0,0,0,0
EM100272,Newsletter,Version_B,2025-01-21,Desktop,South,New,1,0,0,0,0
EM100273,Newsletter,Version_A,2025-05-21,Tablet,South,Returning,1,0,0,0,0
EM100274,Promotional,Version_B,2025-05-07,Desktop,West,New,1,1,0,0,0
EM100275,Promotional,Version_A,2025-06-14,Mobile,East,New,1,0,0,0,0
EM100276,Newsletter,Version_B,2025-03-28,Mobile,West,Returning,1,0,0,0,0
EM100277,Promotional,Version_B,2025-03-16,Mobile,North,VIP,1,0,0,0,0
EM100278,Newsletter,Version_A,2024-12-20,Desktop,East,VIP,1,1,1,1,0
EM100279,Newsletter,Version_A,2025-04-26,Mobile,North,New,1,0,0,0,0
EM100280,Newsletter,Version_A,2025-03-16,Mobile,South,New,1,0,0,0,0
EM100281,Promotional,Version_A,2024-12-15,Tablet,West,Returning,1,0,0,0,0
EM100282,Promotional,Version_B,2024-12-28,Desktop,North,Returning,1,0,0,0,0
EM100283,Welcome,Version_B,2025-03-07,Mobile,East,VIP,1,0,0,0,0
EM100284,Promotional,Version_A,2025-01-14,Mobile,North,VIP,1,0,0,0,0
EM100285,Welcome,Version_A,2025-06-11,Desktop,North,Returning,0,0,0,0,0
EM100286,Promotional,Version_A,2025-04-14,Desktop,South,New,1,0,0,0,0
EM100287,Promotional,Version_A,2025-03-03,Mobile,North,New,1,1,0,0,0
EM100288,Promotional,Version_B,2025-05-10,Mobile,North,New,1,1,1,0,0
EM100289,Promotional,Version_A,2025-03-26,Desktop,South,Returning,1,1,0,0,0
EM100290,Welcome,Version_B,2025-01-15,Desktop,East,New,1,0,0,0,0
EM100291,Welcome,Version_A,2025-02-09,Desktop,South,Returning,1,0,0,0,0
EM100292,Newsletter,Version_A,2025-01-14,Mobile,North,Returning,1,1,1,0,0
EM100293,Promotional,Version_B,2025-02-10,Tablet,West,New,1,1,1,0,0
EM100294,Welcome,Version_A,2025-05-17,Mobile,South,VIP,1,0,0,0,0
EM100295,Promotional,Version_B,2025-01-31,Mobile,South,Returning,1,0,0,0,0
EM100296,Newsletter,Version_B,2025-04-16,Desktop,North,VIP,1,1,0,0,0
EM100297,Welcome,Version_A,2025-01-24,Mobile,West,VIP,1,1,1,0,0
EM100298,Promotional,Version_A,2025-05-16,Desktop,East,New,1,0,0,0,0
EM100299,Welcome,Version_B,2025-06-07,Mobile,West,New,1,1,0,0,0
EM100300,Welcome,Version_B,2025-06-14,Desktop,South,New,1,0,0,0,0
EM100301,Promotional,Version_B,2025-04-14,Mobile,West,Returning,1,0,0,0,0
EM100302,Promotional,Version_A,2025-02-13,Desktop,East,Returning,1,0,0,0,0
EM100303,Promotional,Version_B,2025-04-25,Mobile,West,VIP,1,0,0,0,0
EM100304,Newsletter,Version_A,2025-05-22,Desktop,West,New,1,0,0,0,0
EM100305,Newsletter,Version_B,2025-04-13,Desktop,West,Returning,1,1,1,1,0
EM100306,Promotional,Version_B,2025-03-20,Mobile,South,VIP,1,0,0,0,0
EM100307,Promotional,Version_A,2025-04-05,Mobile,North,Returning,1,0,0,0,0
EM100308,Newsletter,Version_B,2025-01-24,Mobile,North,New,1,0,0,0,0
EM100309,Promotional,Version_A,2025-01-09,Desktop,West,Returning,0,0,0,0,0
EM100310,Promotional,Version_B,2025-01-02,Mobile,South,New,1,0,0,0,0
EM100311,Welcome,Version_A,2025-03-11,Mobile,South,New,1,0,0,0,0
EM100312,Welcome,Version_B,2025-01-08,Mobile,South,New,1,1,0,0,0
EM100313,Newsletter,Version_A,2025-01-30,Tablet,North,New,1,0,0,0,0
EM100314,Newsletter,Version_B,2024-12-22,Mobile,South,Returning,1,0,0,0,0
EM100315,Promotional,Version_B,2024-12-17,Mobile,West,New,1,0,0,0,0
EM100316,Promotional,Version_A,2025-01-16,Desktop,North,Returning,1,1,0,0,0
EM100317,Welcome,Version_A,2025-04-05,Desktop,South,New,1,1,1,1,0
EM100318,Welcome,Version_B,2025-05-19,Mobile,West,New,1,1,0,0,0
EM100319,Promotional,Version_A,2025-01-05,Tablet,North,New,1,1,1,0,0
EM100320,Promotional,Version_B,2025-03-23,Desktop,South,New,1,0,0,0,0
EM100321,Newsletter,Version_A,2025-03-22,Mobile,East,New,1,0,0,0,0
EM100322,Promotional,Version_B,2025-01-13,Mobile,West,Returning,1,0,0,0,0
EM100323,Promotional,Version_A,2025-01-30,Desktop,East,VIP,1,0,0,0,0
EM100324,Newsletter,Version_A,2025-05-27,Mobile,North,New,1,0,0,0,0
EM100325,Newsletter,Version_A,2025-02-11,Mobile,South,New,1,0,0,0,0
EM100326,Promotional,Version_A,2024-12-28,Mobile,West,New,1,0,0,0,0
